,id,year,name,rating,votes,description,genres,stars,writes,cast,directors,release_day,country,language,filming_locations,budget,total_gross,duration
44,1444,1910,Värmlänningarne (1910) ,3.3,19,No description.,Short,"[('Carl Engdahl', 257022), ('Georg Dalunde', 257022), ('Axel de la Motte | See full cast & crew\xa0»', 257022)]","[('Fredrik August Dahlgren (play)', 197062)]","[{'star': 'Carl Engdahl', 'star_id': 257022, 'character': 'Ironmaster', 'character_id': 1444}, {'star': 'Georg Dalunde', 'star_id': 198381, 'character': 'Erik, son of Sven Ersson', 'character_id': 1444}, {'star': 'Axel de la Motte', 'star_id': 478753, 'character': 'Wilhelm, Son of the ironmaster', 'character_id': 1444}, {'star': 'Wilgot Ohlsson', 'star_id': 645095, 'character': 'Dean', 'character_id': 1444}, {'star': 'Oscar Söderholm', 'star_id': 845505, 'character': 'Sven Erson in Hult', 'character_id': 1444}, {'star': 'Käthie Jacobsson', 'star_id': 414951, 'character': 'Lisa, Wife of Sven Ersson', 'character_id': 1444}, {'star': 'Idoff Bergqvist', 'star_id': 74998, 'character': 'Ola in Gyllby', 'character_id': 1444}, {'star': 'Frida Greiff', 'star_id': 340045, 'character': 'Britta, daughter of Ola', 'character_id': 1444}, {'star': 'Gotthard Jacobsson', 'star_id': 414944, 'character': 'Jan Jansson at the lake, Löpar-Nisse', 'character_id': 1444}, {'star': 'Ellen Ströbäck', 'star_id': 835487, 'character': 'Anna, daughter of Jan Hansson', 'character_id': 1444}, {'star': 'Gottfrid Hallberg', 'star_id': 356309, 'character': 'Anders, farm hand', 'character_id': 1444}, {'star': 'Ellen Hallberg', 'star_id': 356307, 'character': 'Stina, maid of Sven Ersson', 'character_id': 1444}, {'star': 'Torsten Jacobsson', 'star_id': 414964, 'character': 'Per, farm hand', 'character_id': 1444}]","[('Carl Engdahl', 257022)]",27 January 1910,Sweden,None,Kristianstad | Skåne län | Sweden,,,23.0
45,1407,1910,Sunshine Sue (1910) ,5.9,7,"Sue is the sunshine of the old home; ever smiling, singing and lifting the burden from the shoulders of her parents in their declining years. She is beloved by Tom, an honest country lad, ...
                    See full summary »",Drama | Short,"[('Marion Sunshine', 839374), ('W. Chrystie Miller', 839374), ('Clara T. Bracy | See full cast & crew\xa0»', 839374)]","[('Wilfred Lucas', 524306)]","[{'star': 'Marion Sunshine', 'star_id': 839374, 'character': 'Sunshine Sue', 'character_id': 1407}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': ""Sunshine's Father"", 'character_id': 1407}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': ""Sunshine's Mother"", 'character_id': 1407}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': ""Tom - Sunshine's Suitor"", 'character_id': 1407}, {'star': 'Charles West', 'star_id': 921980, 'character': 'Harry - the Summer Boarder', 'character_id': 1407}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'Head of the Employment Agency', 'character_id': 1407}, {'star': 'Donald Crisp', 'star_id': 187981, 'character': 'Head of the Sweatshop', 'character_id': 1407}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'The Piano Store Owner', 'character_id': 1407}, {'star': 'J. Jiquel Lanoe', 'star_id': 487007, 'character': 'The Waiter', 'character_id': 1407}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': 'The Yokel', 'character_id': 1407}, {'star': 'Robert Harron', 'star_id': 366008, 'character': 'Sweatshop Employee', 'character_id': 1407}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'In Piano Store', 'character_id': 1407}, {'star': 'James Kirkwood', 'star_id': 456804, 'character': None, 'character_id': None}, {'star': 'Henry Lehrman', 'star_id': 499883, 'character': ""Harry's Friend"", 'character_id': 1407}, {'star': 'Jeanie Macpherson', 'star_id': 534221, 'character': 'Sweatshop Employee', 'character_id': 1407}]","[('D.W. Griffith', 428)]",14 November 1910,USA,None | English,Westfield | New Jersey | USA,,,17.0
46,1445,1910,Waiter No. 5 (1910) ,0,0,"The wife of the Russian chief of Police being a woman possessed of a noble heart, is much touched by the tales carried to her of the tyrannical oppression bestowed upon the poor. After some...
                    See full summary »",Drama | Short,"[('George Nichols', 629589), ('Claire McDowell', 629589), ('Jack Pickford | See full cast & crew\xa0»', 629589)]","[('Bernardine R. Leist', 500580)]","[{'star': 'George Nichols', 'star_id': 629589, 'character': 'The Chief of Police', 'character_id': 1445}, {'star': 'Claire McDowell', 'star_id': 568282, 'character': ""The Chief of Police's Wife"", 'character_id': 1445}, {'star': 'Jack Pickford', 'star_id': 681927, 'character': ""The Chief of Police's Son - as a Boy"", 'character_id': 1445}, {'star': 'Charles West', 'star_id': 921980, 'character': ""The Chief of Police's Son - as an Adult"", 'character_id': 1445}, {'star': 'Mary Pickford', 'star_id': 681933, 'character': ""The Chief of Police's Son's Fiancée"", 'character_id': 1445}, {'star': 'Grace Henderson', 'star_id': 376442, 'character': ""The Chief of Police's Son's Fiancée's Mother"", 'character_id': 1445}, {'star': 'William J. Butler', 'star_id': 125164, 'character': ""The Chief of Police's Aide"", 'character_id': 1445}, {'star': 'Edwin August', 'star_id': 41858, 'character': 'In Restaurant', 'character_id': 1445}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': 'One of the Poor', 'character_id': 1445}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': ""One of the Wife's Friends"", 'character_id': 1445}, {'star': 'Dorothy Davenport', 'star_id': 202590, 'character': 'In Restaurant', 'character_id': 1445}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'A Friend', 'character_id': 1445}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'One of the Poor', 'character_id': 1445}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'At Meeting', 'character_id': 1445}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'In Restaurant', 'character_id': 1445}]","[('D.W. Griffith', 428)]",3 November 1910,USA,None | English,,,,17.0
47,1453,1910,When We Called the Plumber In (1910) ,0,0,A clumsy plumber finds a leak in a garret and floods the house.,Short | Comedy,,,,"[('Percy Stow', 832948)]",January 1910,UK,None | English,,,,
48,1414,1910,That Chink at Golden Gulch (1910) ,6.5,35,"Charlie Lee, the poor chink, is the hero of this Biograph story. Having located at Golden Gulch as a laundryman, his old father is about to take his leave for his home in the Flowery ...
                    See full summary »",Western | Short,"[(""Anthony O'Sullivan"", 642722), ('Gertrude Robinson', 642722), ('Charles West | See full cast & crew\xa0»', 642722)]","[('Emmett C. Hall', 355555)]","[{'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Charley Lee - the Chink at Golden Gulch', 'character_id': 1414}, {'star': 'Gertrude Robinson', 'star_id': 732651, 'character': 'Miss Dean', 'character_id': 1414}, {'star': 'Charles West', 'star_id': 921980, 'character': 'Bud Miller', 'character_id': 1414}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'Gentleman Jim Dandy', 'character_id': 1414}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'The Mail Carrier', 'character_id': 1414}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'Extra', 'character_id': 1414}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'Cowboy', 'character_id': 1414}, {'star': 'John T. Dillon', 'star_id': 227021, 'character': 'Cowboy', 'character_id': 1414}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'Sheriff', 'character_id': 1414}, {'star': 'Francis J. Grandon', 'star_id': 334918, 'character': ""One of Charley's Friends"", 'character_id': 1414}, {'star': 'Guy Hedlund', 'star_id': 373341, 'character': 'Cowboy', 'character_id': 1414}, {'star': 'J. Jiquel Lanoe', 'star_id': 487007, 'character': 'Cowboy', 'character_id': 1414}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': ""One of Charley's Friends"", 'character_id': 1414}, {'star': 'George Nichols', 'star_id': 629589, 'character': 'Cowboy', 'character_id': 1414}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'Cowboy', 'character_id': 1414}]","[('D.W. Griffith', 428)]",10 October 1910,USA,None | English,Coytesville | New Jersey | USA,,,17.0
49,1428,1910,The Two Brothers (1910) ,5.2,34,"In Camarillo, principality of the Spanish dominion, there lived two brothers, Jose and Manuel. Born in a noble Spanish family and reared by a mother noble in both station and character, ...
                    See full summary »",Short | Romance | Western,"[('Arthur V. Johnson', 424530), ('Dell Henderson', 424530), ('Kate Bruce | See full cast & crew\xa0»', 424530)]","[('Eleanor Hicks (as Elinore Hicks)', 382850)]","[{'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'Jose', 'character_id': 1428}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'Manuel', 'character_id': 1428}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'The Mother', 'character_id': 1428}, {'star': 'Marion Leonard', 'star_id': 502701, 'character': 'Red Rose', 'character_id': 1428}, {'star': 'Charles West', 'star_id': 921980, 'character': 'A Suitor', 'character_id': 1428}, {'star': 'Henry B. Walthall', 'star_id': 910400, 'character': 'Pedro', 'character_id': 1428}, {'star': 'W. Chrystie Miller', 'star_id': 1013170, 'character': 'The Priest', 'character_id': 1428}, {'star': 'Art Acord', 'star_id': 10134, 'character': None, 'character_id': None}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': 'Mexican', 'character_id': 1428}, {'star': 'Florence Barker', 'star_id': 54884, 'character': 'Mexican', 'character_id': 1428}, {'star': 'Gertrude Claire', 'star_id': 163255, 'character': 'Mexican', 'character_id': 1428}, {'star': 'Hoot Gibson', 'star_id': 316995, 'character': None, 'character_id': None}, {'star': 'George Nichols', 'star_id': 629589, 'character': None, 'character_id': None}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Mexican', 'character_id': 1428}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'Mexican', 'character_id': 1428}]","[('D.W. Griffith', 428)]",4 April 1910,USA,None | English,San Juan Capistrano | California | USA,,,17.0
50,1451,1910,A Westerner's Way (1910) ,0,0,"Jason Watkins, a real estate and loan agent, enters his office in the little Arizona town of Navajo, to find that during the night robbers have visited the place and broken into his safe, ...
                    See full summary »",Short | Western,"[(""Gilbert M. 'Broncho Billy' Anderson"", 1908), ('Arthur Mackley', 1908), ('Harry Todd | See full cast & crew\xa0»', 1908)]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]","[{'star': ""Gilbert M. 'Broncho Billy' Anderson"", 'star_id': 1908, 'character': 'Big Bill Hastings', 'character_id': 1451}, {'star': 'Arthur Mackley', 'star_id': 533615, 'character': 'The Sheriff', 'character_id': 1451}, {'star': 'Harry Todd', 'star_id': 865178, 'character': None, 'character_id': None}, {'star': 'Franklyn Hall', 'star_id': 355582, 'character': None, 'character_id': None}, {'star': 'Chick Morrison', 'star_id': 607104, 'character': None, 'character_id': None}, {'star': 'Victor Potel', 'star_id': 693055, 'character': None, 'character_id': None}, {'star': 'Augustus Carney', 'star_id': 138771, 'character': None, 'character_id': None}, {'star': 'William A. Russell', 'star_id': 1400009, 'character': None, 'character_id': None}, {'star': 'Arthur White', 'star_id': 924475, 'character': None, 'character_id': None}]","[(""Gilbert M. 'Broncho Billy' Anderson"", 1908)]",5 November 1910,USA,None | English,Morrison | Colorado | USA,,,
51,1455,1910,When the World Sleeps (1910) ,0,0,"James Madison has lost heavily in the stock market. His friend Wesley visits him and leaves in his care a wallet containing five thousand dollars. The wallet is placed in Madison's safe, ...
                    See full summary »",Drama | Short,"[('Pearl White', 925310)]",,"[{'star': 'Pearl White', 'star_id': 925310, 'character': 'Mrs. Madison', 'character_id': 1455}]","[('Joseph A. Golden', 325448)]",3 December 1910,USA,None | English,,,,
52,1431,1910,The Unchanging Sea (1910) ,6.4,643,"In this story set at a seaside fishing village and inspired by a Charles Kingsley poem, a young couple's happy life is turned about by an accident. The husband, although saved from drowning...
                    See full summary »",Drama | Short,"[('Arthur V. Johnson', 424530), ('Linda Arvidson', 424530), ('Gladys Egan | See full cast & crew\xa0»', 424530)]","[('Charles Kingsley (poem)', 455504)]","[{'star': 'Arthur V. Johnson', 'star_id': 424530, 'character': 'The Fisherman', 'character_id': 1431}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': ""The Fisherman's Wife"", 'character_id': 1431}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'The Daughter as Small Child', 'character_id': 1431}, {'star': 'Mary Pickford', 'star_id': 681933, 'character': 'The Daughter as an Adult', 'character_id': 1431}, {'star': 'Charles West', 'star_id': 921980, 'character': ""The Daughter's Sweetheart"", 'character_id': 1431}, {'star': 'Dell Henderson', 'star_id': 376396, 'character': 'The Rescuer', 'character_id': 1431}]","[('D.W. Griffith', 428)]",5 May 1910,USA,None | English,San Pedro | Los Angeles | California | USA,,,14.0
53,1439,1910,The Usurer (1910) ,5.9,216,"A wealthy, callous moneylender finds a terrifying way to learn about money's limitations.",Drama | Short,"[('George Nichols', 629589), ('Grace Henderson', 629589), ('Alfred Paget | See full cast & crew\xa0»', 629589)]","[('Frank E. Woods', 940488)]","[{'star': 'George Nichols', 'star_id': 629589, 'character': 'The Usurer', 'character_id': 1439}, {'star': 'Grace Henderson', 'star_id': 376442, 'character': ""The Usurer's Sister"", 'character_id': 1439}, {'star': 'Alfred Paget', 'star_id': 656425, 'character': 'Bill Collector', 'character_id': 1439}, {'star': ""Anthony O'Sullivan"", 'star_id': 642722, 'character': 'Bill Collector', 'character_id': 1439}, {'star': 'Edward Dillon', 'star_id': 226992, 'character': 'Bill Collector', 'character_id': 1439}, {'star': 'Clara T. Bracy', 'star_id': 102858, 'character': 'The Maid', 'character_id': 1439}, {'star': 'Frank Evans', 'star_id': 262757, 'character': 'The Policeman', 'character_id': 1439}, {'star': 'William J. Butler', 'star_id': 125164, 'character': 'The Doctor', 'character_id': 1439}, {'star': 'Linda Arvidson', 'star_id': 38106, 'character': ""Clerk's Wife"", 'character_id': 1439}, {'star': 'Charles Avery', 'star_id': 43018, 'character': None, 'character_id': None}, {'star': 'Florence Barker', 'star_id': 54884, 'character': None, 'character_id': None}, {'star': 'Dorothy Bernard', 'star_id': 76202, 'character': None, 'character_id': None}, {'star': 'Kate Bruce', 'star_id': 115524, 'character': 'One of the First Debtors', 'character_id': 1439}, {'star': 'Charles Craig', 'star_id': 185803, 'character': 'At Luncheon', 'character_id': 1439}, {'star': 'Gladys Egan', 'star_id': 250676, 'character': 'Child of Despairing Mother', 'character_id': 1439}]","[('D.W. Griffith', 428)]",15 August 1910,USA,None | English,,,,17.0
54,1454,1910,When We Were in Our Teens (1910) ,5.4,17,"Diplomacy is one of the most valuable traits in a man's make-up. By it he loses nothing and often gains much; besides, it prevents trouble. When we are in our 'teens, diplomacy stands as ...
                    See full summary »",Short | Comedy,"[('Mary Pickford', 681933), ('Billy Quirk', 681933), ('Joseph Graybill | See full cast & crew\xa0»', 681933)]","[('Frank E. Woods', 940488)]","[{'star': 'Mary Pickford', 'star_id': 681933, 'character': 'Mary', 'character_id': 1454}, {'star': 'Billy Quirk', 'star_id': 704334, 'character': 'Tom', 'character_id': 1454}, {'star': 'Joseph Graybill', 'star_id': 337033, 'character': 'Howard', 'character_id': 1454}, {'star': 'Mack Sennett', 'star_id': 784407, 'character': 'The Butler', 'character_id': 1454}]","[('Frank Powell', 288616)]",18 August 1910,USA,None | English,,,,5.0
55,1462,1910,A Woman's Folly (1910) ,0,0,A wife leaves home to live with her husband's best friend. She returns five years later and dies.,Short | Drama,,,,"[('Theo Frenkel (as Theo Bouwmeester)', 294276)]",March 1910,UK,None,,,,
56,1465,1910,As Últimas Inundações do Tejo em Santarém (1910) ,0,0,No description.,,,,,,,Portugal,None,,,,
57,1464,1910,A Worker's Wife (1910) ,0,0,A rich man hires a workman in order to seduce his wife.,Short | Drama,,,,"[('Theo Frenkel (as Theo Bouwmeester)', 294276)]",June 1910,UK,None,,,,
58,1461,1910,The Woman Hater (1910) ,6.1,15,"Carrol Morten, a young society man, disappointed in love, becomes a woman-hater. To get away from women he visits the ranch of an old friend, ""Pop"" Lamed. Enter ""Pop's"" pretty niece also ...
                    See full summary »",Romance | Short,"[('Pearl White', 925310), ('Stuart Holmes', 925310)]",,"[{'star': 'Pearl White', 'star_id': 925310, 'character': None, 'character_id': None}, {'star': 'Stuart Holmes', 'star_id': 392059, 'character': 'Carrol Morten', 'character_id': 1461}]","[('Joseph A. Golden', 325448)]",26 November 1910,USA,None,,,,
